host,rid,resource
114.119.162.130,1539,33154bec-789c-4b6e-8376-5df98404ef4c
114.119.162.132,3693,23f9179f-af52-4666-9ec5-9b8f92cfc224
114.119.162.136,3703,558e5303-2ea4-47b2-ba2b-f470c33da79d
114.119.162.138,1404,61abe437-81ec-47b5-8a1c-8023728b3b98
114.119.162.140,3429,6c3a5bc0-884a-4d3f-9acd-d3c99b88ffff
114.119.162.148,1261,4afbc651-7a67-483f-85d4-97d296280c41
114.119.162.15,2555,b49a79e8-d91e-432b-b8e6-7e8e2c3bf2b2
114.119.162.152,1586,36859294-6091-4f69-b5b3-a1de1fcb43f1
114.119.162.153,2061,6e920095-81fc-4672-8bed-01e19e89b1eb
114.119.162.155,936,e341aa24-1cd0-4fb0-8ce4-c0e02067aa26
114.119.162.156,728,ac8f59bb-1135-41c7-a341-a2859bc65715
114.119.162.159,2007,edc3bc73-3a75-496c-8888-da71e48cc540
114.119.162.163,1814,d495b048-b2c9-46bd-9e32-3b3709089b82
114.119.162.164,2376,6eadd96e-1d81-4ce2-a261-ae12da27ac99
114.119.162.164,3311,3b558b25-34d2-4cbe-8148-8e8f456e05b0
114.119.162.166,1407,058c9ae2-08f8-4731-9fef-7392a2347f8b
114.119.162.167,2858,d2832a30-64fe-40b6-8963-b1200839c622
114.119.162.168,1438,8d3b54eb-c119-4f39-9736-fa37c8e82b18
114.119.162.169,2262,42014744-2c17-406c-bcd7-364c7d649925
114.119.162.170,1241,06bfc205-4ac1-48bc-84bf-adc595defee6
114.119.162.171,190,462b8fd6-63df-4421-a057-7585e56df777
114.119.162.173,2416,b01a13a6-8f4d-4380-a7d5-ab67d9a259e8
114.119.162.177,2077,88e1e8a6-d589-43bf-8a40-94149bcaacde
114.119.162.18,770,13f0c293-03a5-4251-99cb-50362b0819cc
114.119.162.180,1481,c3b9b91e-3676-4643-8028-9d88c9512f90
114.119.162.182,3397,47779a98-a899-4a1d-8dd7-04d7a0804859
114.119.162.184,1209,5b5eb093-d60e-4504-bc99-715b832a31dc
114.119.162.188,1556,667f525f-d414-4094-b083-7cd8fdfb57c4
114.119.162.189,1855,197873ff-6bb2-4099-b352-9d5d44595110
114.119.162.190,1375,17276f8d-c9b7-494d-a9a5-868d813c7bcd
114.119.162.191,1798,74b2602c-ab90-466e-a2d3-2514adea6d3b
114.119.162.2,3331,1e1bb084-f0e2-4068-86b7-88a587e9d4ca
114.119.162.201,2512,e2fe343e-ec82-4037-9887-e2fbd2be1395
114.119.162.208,2106,ad6322aa-c8db-43bc-8f22-cedcdf2c46ac
114.119.162.211,3430,cebac1dd-782a-414e-841a-37f90a824e9d
114.119.162.213,1740,40ff9f99-04f3-442e-826d-f69019c6e079
114.119.162.220,3503,78645a34-65ee-4e76-b063-5981e4f0db6c
114.119.162.222,1465,782b4337-ca7c-42c0-8da4-b99e04492a19
114.119.162.223,1745,e444c07b-b509-481f-b331-7c5142627faa
114.119.162.225,1547,b5dfaeef-ffd7-46ab-8786-a27d08582dc0
114.119.162.228,1254,970b30d8-965e-4d38-800f-da68a39a024b
114.119.162.245,3627,bde22798-0abe-41dc-b9b4-4e8b4c2d9f7a
114.119.162.249,1632,3ac77b87-a606-4c31-b0ee-95d068b6ae99
114.119.162.253,332,58392059-dd52-47c2-a6a9-c15b5ad8b385
114.119.162.253,568,7ab0e6e0-e015-4f31-b54d-fea16be48e2f
114.119.162.27,2887,f42a38e3-f7bf-431a-83f7-93820877d792
114.119.162.29,2690,befd024c-8111-4958-9961-dd575bf2999a
114.119.162.32,1152,fc5587d0-7080-44c1-ab21-964653512d72
114.119.162.38,2860,e26a7f01-4696-4f0f-944a-8cf591df3186
114.119.162.39,2439,4a5579d1-92e3-46e8-a00b-43064474e99a
114.119.162.42,2342,425e72ad-ff6f-4770-8b8d-4a5bf4a1e541
114.119.162.44,2869,ea25cdc1-5003-4fec-ae2d-e44a9c886f7d
114.119.162.51,3417,595c52a5-dccd-4e96-ab69-8eae04b4f708
114.119.162.53,3524,4c7990bf-89d8-4820-8f8e-0a02ad6ec99f
114.119.162.55,1634,c16f509c-ec7f-41d0-8800-ab4221fed34c
114.119.162.57,3113,9678815f-9918-46fc-ba94-505490035c24
114.119.162.61,2387,39edce91-c336-4475-ab6e-fa9aa3180f9e
114.119.162.62,2827,7815821d-f02a-4000-a0b0-4a0cfaa7b304
114.119.162.64,2324,01a0e886-4131-4c69-af2a-b32e3a35eab2
114.119.162.64,2334,2e941e50-095d-4f03-8b78-245ef8c0a08b
114.119.162.69,752,797870b2-9af8-43a4-8cc0-f059f4831eda
114.119.162.71,3309,87d56e25-02c0-4f28-b342-ddf43a75a616
114.119.162.77,2154,51a2e9ef-4a13-4f89-8427-355b10668196
114.119.162.78,2393,5c5c99c7-0277-42ec-8404-3a71dda67997
114.119.162.79,223,4db67c2b-cbdb-420f-9fee-dd8c7160fb37
114.119.162.8,2558,2d70282c-2a8f-4b30-9e3f-258b45d05811
114.119.162.80,1697,1fc67a97-8c02-4ce5-aa91-5e3cf464fbfb
114.119.162.81,1990,29fba638-5231-4007-bb8e-426b10d68d1c
114.119.162.89,1051,441c3d7a-0512-46ca-b5a8-1a107443f500
114.119.162.96,2605,8e1ad39f-65e3-440b-8d24-13eeec932084
114.119.162.98,1792,427e2655-98f5-45ec-86a0-7b4d3fb57e83
114.119.163.1,1541,40ed9881-74dc-48ac-baa8-d241671869cf
114.119.163.100,3570,a14d2a36-1395-4768-bc91-d81edbc89b45
114.119.163.101,2829,b2875da3-640c-4c56-b98a-30b48b0d2582
114.119.163.103,412,1e1150dd-703f-4a34-86a3-2494851dbf3f
114.119.163.103,3584,6a7295b7-a8d8-45b8-b02f-ce8e4ac6777e
114.119.163.113,2258,0273e01a-ad62-499b-98a1-3c79c80f269f
114.119.163.116,958,b957d6c4-a888-4595-a693-c662da4f204a
114.119.163.118,3146,5a2f6829-ca33-42ca-8830-3a1c16b12192
114.119.163.140,2113,7d6e4a6c-1826-4980-8619-982dd18ab692
114.119.163.145,977,94909be2-3b0d-45f5-8bb0-1400faf9f5e4
114.119.163.146,1093,c4644b95-327a-4478-a41b-ce3ba3eb04b3
114.119.163.146,1975,adb5a2d0-7895-49be-a7fa-679e4402226a
114.119.163.147,753,c306ced9-3359-4c1f-a99b-9a212634997a
114.119.163.147,770,13f0c293-03a5-4251-99cb-50362b0819cc
114.119.163.154,843,ec910152-c475-45e3-a7ed-f04144aa9a5d
114.119.163.158,2104,e8545d6d-3a7d-43ff-b68b-c71a2a00ed35
114.119.163.162,3742,6ac74b24-9795-4d09-8c5c-675f3793d8e6
114.119.163.168,2881,03721dec-1813-4ebe-a3c0-a2ece332e15e
114.119.163.172,1929,96beba59-51f4-4610-8b77-f3061e7bf8da
114.119.163.172,3534,a1dc8d1d-8554-4612-9d30-cf3a91cf4139
114.119.163.19,2674,c355ad5d-f147-4d5f-8de6-23748150b881
114.119.163.198,2011,4e739279-af53-4b6a-933c-d9bfb2373bdc
114.119.163.200,3341,5fde6c85-46e1-44c8-a4d8-9eb8a5dd105d
114.119.163.205,909,9e37b31a-c9a5-432e-9fc7-36559db7182e
114.119.163.208,310,2900a712-2fbf-4acc-a210-348c658968b2
114.119.163.208,453,32be8627-d324-4267-9b51-8799eeaeaae7
114.119.163.216,3087,b5280bfe-afde-4ccb-9681-36f4c9e8043f
114.119.163.22,759,2297a2f4-4946-4a8e-ad90-cc0e546ed0c5
114.119.163.225,946,e3c72fbf-563c-41c1-8ec4-7b877795629c
114.119.163.228,1444,9f1c291a-3e35-4796-acc3-9ed3b6677e43
114.119.163.228,3784,9c0c143b-0c43-47c5-9086-5cb4975b2ac3
114.119.163.229,2906,c95049c7-f154-4bc0-8728-b215ade5cc4d
114.119.163.230,1022,544239b0-e3fa-4463-891d-3e4c3018d495
114.119.163.231,170,ed3f8082-5b79-46fe-9bdb-5b5277efd808
114.119.163.24,3194,42fd10eb-7ba9-4b70-8386-48776e6718a6
114.119.163.240,309,ae416a78-e5c0-454b-ae9e-65b6394a4c17
114.119.163.242,2291,c0f3db55-e6a9-4ba3-8935-8cbe0da7e40e
114.119.163.244,2367,046b0b05-4b8a-4b40-a949-d5ad5be98aad
114.119.163.245,913,d15f0627-1a39-4942-92c6-fd196e4046cf
114.119.163.250,2546,c1c2ff73-62c3-4b39-8c0b-53266fef0ebd
114.119.163.252,3106,2fdb537a-13ed-418f-8ff3-a40badfe2c78
114.119.163.255,835,47972d5b-dabe-48a6-b8ce-1c347a1d61e8
114.119.163.29,1118,e8d6013a-b351-4a81-b065-05416604d038
114.119.163.29,1611,c2fa3543-aa26-4a3d-8cc8-f178e2c0ba8a
114.119.163.31,2003,682483fc-b0fe-44bc-934c-8b2f2f998c34
114.119.163.4,3683,7b46cc54-979b-4e3c-918f-cc9790e09f91
114.119.163.45,261,31b36674-0417-42a6-81f6-875eb0715f37
114.119.163.46,1743,dca0a999-4a19-4ab2-8d3b-e90348e61348
114.119.163.50,2191,54326c72-8981-4a31-be82-72e52959d6ba
114.119.163.55,2256,ccfeea43-0f0d-454c-a221-922d2db52a0d
114.119.163.55,3090,2e55e9fe-0876-49c9-bc91-ea9477e5692c
114.119.163.62,808,aaca133e-5318-4be2-94eb-2b93488408d6
114.119.163.64,1638,0d46ca25-1edc-4368-a9d9-39d9f2b01c16
114.119.163.64,3453,e0052727-1f1e-4877-9e57-50a68df54617
114.119.163.65,2670,7f54e016-ef69-4cc5-a5a8-a2cb1d1c08ff
114.119.163.66,3612,354be847-d78d-4b52-90bc-00fc5a55a356
114.119.163.78,144,71252f3b-3f07-4ea4-8288-6232f3433bfd
114.119.163.78,196,92aec58d-1884-4cf0-94ca-18ce983dc442
114.119.163.8,657,4d892b42-4b5e-4b80-9abb-f4ad385fac5b
114.119.163.82,3439,1bab7373-b961-41d0-a44f-a6030e107cff
114.119.163.87,948,52b32f5f-8dd4-4f22-ac7a-71a9e888c24c
114.119.163.88,1066,3a304b06-7705-47e3-8b07-9bccafed18a1
114.119.163.9,3582,6aefd152-df7c-4c43-a133-cd3825b9e629
114.119.164.104,2398,0430d285-0fa3-4297-85cf-950d3bc4b9d7
114.119.164.106,341,e41cc658-da7c-4903-8be1-25c97aee1c27
114.119.164.106,413,38bc1a80-9df8-4fa2-b813-fc764e9c6b98
114.119.164.106,692,4ed5ef04-5e8a-4ed5-a7d0-433e496c7376
114.119.164.107,3487,075d8a22-5842-452c-bdd8-7c11260ea54f
114.119.164.112,467,abe85e7f-a893-473e-a242-4c2801d5c3ac
114.119.164.112,1195,55e7696a-58ab-4293-9ae8-709d410edfe7
114.119.164.113,2326,b74ec49d-8a4d-48bc-b685-d5effadb7917
114.119.164.115,674,63855890-54ad-4e8a-a6e7-8c40ff9f1a3d
114.119.164.116,2221,3310c22f-8477-4eee-a770-ab9b5a93a457
114.119.164.119,3602,9a6a68cd-bbe3-4957-93e9-e9a28c7bfc4e
114.119.164.12,1194,a09cbf51-9161-4db6-879e-6d992d5b20b0
114.119.164.121,1846,44918af1-279c-479f-8db1-5b0a6e61253b
114.119.164.124,1332,7a46b905-f713-432f-a9fd-17da596125cd
114.119.164.124,1351,75e68dc0-1a29-4f65-b5d1-0c5d750fe02a
114.119.164.129,1122,bb75267d-35d2-41ba-9d24-e51c59bab9a1
114.119.164.137,1111,54f0c66a-23f2-48de-9b31-10a10cfd96ae
114.119.164.140,809,3ae152f2-d034-4130-bc15-27780894b514
114.119.164.147,2168,36850002-2aae-40f5-8e82-3781aad720b7
114.119.164.147,3148,01da3afe-eb98-49a2-b25a-873638ccc222
114.119.164.148,1089,511df230-e910-4ecf-924a-08f1c76b3730
114.119.164.148,1604,a94cd784-43d3-4f9d-be44-b139c6bd8773
114.119.164.154,480,09ad566b-778c-45bd-80b6-3ee2a5195a0d
114.119.164.156,1133,87a10a67-5d3a-4b3a-b288-20162dece3b0
114.119.164.159,2919,4bcd9174-d3ed-475d-8b83-93f948aae5b7
114.119.164.161,2648,bd77c295-66d3-4e8b-bf80-692f6bbb4de4
114.119.164.165,1719,08baecc8-0ead-4335-b914-b77809215160
114.119.164.173,2703,3c7c5275-47ce-4fa7-ad54-8f2fdff41a7a
114.119.164.176,2903,2d2954c3-1a62-4fca-8a53-7a5689278140
114.119.164.180,1039,1c86a939-6092-4c79-a883-b98ee0583f1c
114.119.164.181,1926,481267a4-990d-46bf-887f-d8d1502a547b
114.119.164.182,2525,b6245773-5b0e-45f0-8211-65008d16d3dc
114.119.164.183,1080,66dfa51f-3299-45fc-90a4-a8399cd9059e
114.119.164.193,2883,c46d809e-478f-468b-82c6-da418bdbb8f9
114.119.164.195,1967,e0259d49-a7d1-40d3-83d1-21541faf6197
114.119.164.198,2834,47138382-0db1-4815-9b96-23a14f7e5516
114.119.164.200,1074,8627c662-3037-4d78-9ffa-b27547f3ca0f
114.119.164.208,2542,e574f75a-7e48-46ae-948d-02cf68b23ea2
114.119.164.209,2760,94a8b4e4-a215-4a4f-a1c5-2f84cfdc86b0
114.119.164.21,758,5f072d6b-a26e-4846-84f8-5593a4cf0480
114.119.164.213,134,b8ba550b-fa8f-480f-acc1-d76d44881a34
114.119.164.219,2118,0753dea7-e405-4219-ac6c-ccb41d949106
114.119.164.22,3599,76831144-4082-4285-8675-586fd4be8313
114.119.164.221,3610,fa70d896-4efc-4d05-94f4-c16cc7cd46dc
114.119.164.223,2212,d1b50742-c663-497b-b690-770d42287230
114.119.164.225,2164,3b9bb0f7-2b31-411d-b655-8bca7babd377
114.119.164.227,2298,591073c5-8383-415f-b7a3-534fdc5bdb7e
114.119.164.229,250,060e2ec2-383c-400d-bc6c-5e213ac0b7a0
114.119.164.232,2124,deae03b8-769f-4312-81f0-a098d149b2fb
114.119.164.232,2754,64e627b4-291c-4299-ae47-3c69d8660770
114.119.164.238,885,f41ce200-c739-4ff9-adda-8fab1b4e452d
114.119.164.24,2641,580059b2-a04d-46d4-b660-368437df7c28
114.119.164.244,1368,b268d735-9fdb-4281-b872-0d417859dc18
114.119.164.246,1253,cde70ee2-9c0f-4dc0-8cbe-174acf8ada91
114.119.164.246,1564,8cfa8a25-a466-4974-8fbe-7e7c4176058a
114.119.164.248,1535,b87c7783-0bc2-45f9-865a-f88f4de21ead
114.119.164.250,3001,f67cdef0-4118-423e-a4ed-840abd3887db
114.119.164.255,2928,caad1814-bace-44a3-be32-da6fb4ee9b07
114.119.164.29,831,1c500876-7dd3-4633-9df2-feb3ac371348
114.119.164.3,1431,0abdc165-6a6c-41cc-be37-cd86da1a9e77
114.119.164.32,3781,fdd03808-bf57-4328-8250-0704502d2305
114.119.164.33,2374,1e4bdc4e-25e6-42dc-9e0b-0a4d3366b37f
114.119.164.35,3150,1e2f50e5-d204-4bbb-8d99-cb89345a0ef9
114.119.164.39,3042,5e01d93c-7345-49a5-b6ed-2fc60f696400
114.119.164.44,2029,b3bb6d6c-8b6f-4a4b-b032-1cb4f136727d
114.119.164.47,3518,9773f3f0-31e5-49e6-925e-447f64302461
114.119.164.48,3385,f92137c4-e594-4c2b-a2cb-ddd24d52025b
114.119.164.53,2333,728fb113-36e9-432c-877e-f2c6b90045c2
114.119.164.55,2547,22da912d-1cd1-4c29-8451-66612c709c1f
114.119.164.6,924,1faf19b0-2875-453e-a136-1e1a0c5bc789
114.119.164.60,2403,63f47862-18c4-4b50-8176-32414c152aed
114.119.164.61,3227,93496dd8-e55a-46e1-ad78-5edb4b3de2ce
114.119.164.63,2128,aae5ceb9-11be-44c5-b0d3-8cb4c96f682a
114.119.164.63,3696,67978259-2cdb-409d-8deb-a9fc7e63e81b
114.119.164.65,1439,0ee6aa9a-9d3d-4033-b81c-e14a1b08e2cd
114.119.164.71,2873,89e88353-fd53-48ab-8ca8-f9d4900551b5
114.119.164.8,2429,f43214d1-fd3a-4406-8939-484743844df3
114.119.164.80,1957,c49d0883-fa01-4e5d-b2fc-95122caad3e2
114.119.164.82,1239,d436f79d-e48b-4b56-83bb-246cf2a9178d
114.119.164.86,1504,7ee93cab-c121-4332-b51c-5fce2d78a1c8
114.119.164.92,2372,e774ee24-6a25-4906-a32d-a1421cd134f0
114.119.164.92,2965,635ad53c-bd7b-447a-b41c-2f85d815b2b5
114.119.164.98,3011,0dce125e-4a77-4ff0-89dc-f2dc80b42575
114.119.165.106,1804,1fe2d36e-a5fd-472f-92ae-1ec8133046df
114.119.165.107,1789,5ca4ce80-75ec-4cd2-8efa-e1af308c7dcc
114.119.165.109,2246,78dba8e0-98c7-424f-aa13-579cfd907a6e
114.119.165.116,427,2b249db2-7572-47df-911d-aa17f827fa93
114.119.165.116,3499,35a9162f-2195-4c1a-928f-89f4ea5a4759
114.119.165.116,3730,35eef42e-76cc-455a-b369-4f9b197bb3b8
114.119.165.122,1612,151d172b-9c46-4dc3-a47a-d261ba2d146e
114.119.165.126,855,db4f14ce-4fe5-4988-810f-5ded41bd9f3d
114.119.165.126,3565,929a6973-419a-48c2-bfbb-ccb499ac8caa
114.119.165.133,1498,2403d4bf-8733-4e54-b6ae-f168198c5082
114.119.165.135,261,31b36674-0417-42a6-81f6-875eb0715f37
114.119.165.14,1965,d735fdf7-0039-46a1-a9de-c71a95a4879d
114.119.165.147,3459,9a5f866b-081a-483d-a249-cc91021fc97a
114.119.165.149,21,dde9ea5d-2a18-4262-9f0c-7dc0a70b2a8f
114.119.165.15,3526,d86263f6-7eb3-46b5-a919-6c3e4941b05c
114.119.165.154,812,6f4c8953-7cab-445d-982e-305184fe931d
114.119.165.154,2202,11df2fb6-33bd-4de0-9f58-5f70192c3010
114.119.165.159,46,0cf58df2-70ee-459b-974e-990a43dfc7fe
114.119.165.161,1075,cad46c73-541c-4443-8d7f-e45e66d737e7
114.119.165.165,3020,6867e7cd-9c88-4db6-a8c6-b4d548669aa4
114.119.165.166,329,f4c29190-bb36-4f9e-b4a1-854f04849324
114.119.165.166,2962,b57741a7-3378-4509-ae45-db14c5121825
114.119.165.171,2396,8e16662d-073a-4616-a58a-9a5decfdd4c8
114.119.165.179,3153,9b4528b5-36d3-4cad-b2a7-88c6d277aa13
114.119.165.18,957,3488e1fe-dca3-4d55-9a84-167df7bcc5c5
114.119.165.183,696,b53cdbc7-4ff7-484f-894f-058897b29d09
114.119.165.185,1750,a1255225-b820-47e4-983c-a475972eb3ab
114.119.165.196,1582,3d8e171f-ccb0-4fc9-bf52-cf4b3c37270b
114.119.165.200,1610,45edcedd-1790-45b2-8791-afef1bbbe896
114.119.165.201,1775,e5dcc979-9506-4450-b2ed-9cd699729902
114.119.165.203,880,00f2a434-d133-4f82-8a8d-a3d157a75cb3
114.119.165.205,797,74f87ba7-2116-4c74-ab8b-7bfddd11592e
114.119.165.205,3674,7cde7939-dfc8-4629-92ca-efa4af238a70
114.119.165.213,3371,ce2b1adf-0c54-43a0-adc5-82fa1761084d
114.119.165.214,1672,1c92d226-4045-4e08-aed8-3fd812ce2a91
114.119.165.215,865,31b2362b-ddd4-4475-8973-dcd4e463bb79
114.119.165.215,2689,2026a4e5-49f8-4802-b673-56237b09f433
114.119.165.216,3136,0022a834-ab47-477b-9cd6-fafe53b4ea34
114.119.165.221,901,dfdb8d68-8216-4802-b679-a84c8adc82f8
114.119.165.221,1776,9063d666-a657-4af8-a8a1-0a09979a7b9c
114.119.165.225,1354,40e93f2e-d4f7-461b-ac79-a190d1568437
114.119.165.228,1192,e722b141-49da-4fae-8ad1-b80d22726245
114.119.165.229,1514,bde74bc2-a869-4ebe-806c-4b627510d0a4
114.119.165.232,314,62fedfc0-6525-4cab-aef2-e3e0e285146a
114.119.165.233,1517,f08d1a8d-ecea-478c-b62b-d13a56ef178b
114.119.165.24,3209,0db187f3-6e1a-4e8a-a148-c0162aeec963
114.119.165.25,3464,216e0e33-7aac-4af5-9245-6a9399cc6ecc
114.119.165.252,3500,78f86bfd-36a0-4ffd-a8ed-6a4b2bab742d
114.119.165.254,3242,fb08eb05-abd3-4554-9e37-3bd37f139fb9
114.119.165.37,1671,151701d0-3262-4f3c-af31-81a1670e0846
114.119.165.38,3486,c19da7ba-18ef-4d85-bce6-ca3c6c0f09c2
114.119.165.38,3608,29f79f09-1ec0-4191-9fc1-125d3d530d49
114.119.165.42,1251,d2f864c7-d58c-475b-aa86-f59a9b0e7b5b
114.119.165.42,1295,2d1ca09a-0cb9-4665-8d9f-5716aec40268
114.119.165.42,2145,7576c0d7-10e6-4e4d-9bc5-bc4fd8a9d1c9
114.119.165.50,1336,698c4fcd-91f4-471c-a77d-25944e79638f
114.119.165.51,2471,00a6b7aa-63a6-4670-a3db-a164b13827c4
114.119.165.52,2238,607cbbfc-9b66-40a2-b09a-71652a91c552
114.119.165.6,995,578568cf-3c46-4288-9acd-f9ac59224964
114.119.165.62,2369,da2738fa-1876-46fd-9135-21bd77c1dfc4
114.119.165.68,25,b85f60cb-a58e-409a-a678-a31ad5918ce3
114.119.165.68,854,10772af7-8799-4aca-8d4d-ba89605c3586
114.119.165.71,2535,372024e4-c8f7-47f0-b3c1-3ebe69d45964
114.119.165.72,2880,9922069b-1611-46be-a7d5-8dec2d02d8a4
114.119.165.75,1659,bb46c8e6-cfc8-4a5d-a8d5-836b1b6b7e23
114.119.165.76,256,5fd63d45-8a00-4a4d-b82d-bef99f776fdd
114.119.165.86,11,42a9f326-7bb6-4b9a-acbb-d894b828fed0
114.119.165.86,2955,8acf9ab6-5c08-421e-9969-5abeb6c6a0b4
114.119.165.90,2019,98bd4166-042b-43bd-b484-2929498f9588
114.119.165.90,3741,a59d7e37-4b09-4d44-83a5-a5fbc6bbc95e
114.119.165.91,2777,259aa1d8-3fff-4622-91df-b9f1687afd22
114.119.165.95,136,15c7cdc9-d3c3-4270-933a-d69595dd0faf
114.119.165.97,2932,284e0ddd-e61b-4fd3-918e-7a7c3e5d43ed
114.119.166.1,1113,54701be5-809c-42d1-a12e-862e92276c82
114.119.166.104,3372,290fb356-893f-4a0d-9cb5-055781d07d7b
114.119.166.106,1053,4a516145-fc7b-4726-ac91-824c2322f431
114.119.166.109,2876,85879a45-3f9b-4ff5-bd3d-f56faa8be668
114.119.166.111,1802,d9a805b7-b031-42f3-9a60-14d6d47fd8ec
114.119.166.115,1472,59e62e89-ac19-41cb-9b17-6f3d2c5990cc
114.119.166.116,2234,810bf5cd-de84-440b-ba37-84aef225eb25
114.119.166.117,22,d1c2c1a8-ef20-407f-a1f3-bc48fc084235
114.119.166.119,2335,26c9dbdb-d7f7-4247-ab0a-e2b7e8d4625c
114.119.166.121,2971,7a593c58-2edb-4ed0-8c0b-f3e571cf0560
114.119.166.121,3013,2c0a1a86-206c-4e19-b817-be578bd7754b
114.119.166.122,3350,0b325236-98ea-4d31-a995-a9a650a38b21
114.119.166.124,2916,178d14a2-9987-4e66-a6a5-144d1b01021b
114.119.166.127,2510,051ee3f9-d82d-40ca-b6e3-ba3a51b9169b
114.119.166.128,1043,22a8dc47-d28d-460a-95c7-909319e41027
114.119.166.131,1397,dcdd9792-060e-46c0-afa5-05c419d3da75
114.119.166.131,3277,f5301cc6-3c80-4927-a8c0-0f5e6ff4f7f8
114.119.166.131,3504,f389f823-2978-49d4-ab2d-b150dd4ff1e3
114.119.166.141,3025,6a1d3d3d-bea3-458e-a976-23d7649101d9
114.119.166.143,3019,bc1f9f6e-9ff1-4925-b2e3-4be1de21aa69
114.119.166.144,3793,d8ea4917-3a72-484e-bd15-51662a156f43
114.119.166.146,3725,378c6cee-32e2-4cba-9e8d-34cd2afcfb17
114.119.166.15,3400,21d32126-b15b-4591-a411-c8a351a1903b
114.119.166.151,2820,5c6f8ee0-c61b-4784-bda3-e480b963f731
114.119.166.155,3095,ff610783-20c4-44d3-8c93-f9a4d2f4704f
114.119.166.163,2921,9bf59537-ff93-45fe-a445-501b3db3ae4e
114.119.166.167,972,ad698ed7-9d23-40e8-bfa6-256fd32d346d
114.119.166.170,432,8ae867e6-4fc4-4ea2-916f-3528f8999937
114.119.166.172,2734,53d8b8f6-30fd-4f26-975b-2f9a3d3b3ba7
114.119.166.172,2975,0916a34f-353d-4b8a-bfb0-e49bd178900b
114.119.166.173,2231,fdca0009-9a94-4fb7-98e5-a33b8ebaa8de
114.119.166.176,3688,9f374950-3c49-415a-ac16-c5d5eb890f02
114.119.166.179,2983,1922bb2c-ec26-4eb6-b2e4-16f881748221
114.119.166.180,1756,7715cb78-f40b-49df-9237-352144265ada
114.119.166.181,3617,81bdf23b-14ad-4407-8574-797f097912c0
114.119.166.183,2075,83f06f88-5c59-4ed4-a741-64994e099175
114.119.166.185,2900,9db214e7-89e1-47d6-9261-48d7ab680596
114.119.166.195,2982,02311db5-f0e3-483c-a749-82f93224a779
114.119.166.196,1283,f8e5d38f-2347-4900-9a05-abde24190a72
114.119.166.197,2371,eca5883e-ee0e-49a0-b71c-7359ac667774
114.119.166.20,1103,0a500253-dc85-4f98-9900-f98ed6d6602b
114.119.166.211,1382,0c352170-108b-4cff-81ec-35fc6e53a9f7
114.119.166.225,1795,4d4c08b2-a6df-441e-a49f-69010508e23e
114.119.166.226,1652,1ff1ab33-7fbb-4dc2-be86-688b852a5e6e
114.119.166.228,1056,2e807d5d-a26b-420c-a6f9-3c5bfdab772f
114.119.166.230,1115,c024335a-4fb0-455f-aab4-00f73957d037
114.119.166.231,1501,edff9bc6-d30e-473f-8f96-de933416e417
114.119.166.231,1962,de97871f-220f-45c9-a453-3c4121bfe6ae
114.119.166.233,2118,0753dea7-e405-4219-ac6c-ccb41d949106
114.119.166.236,1114,b3ad5cde-917b-43e4-8ed8-a662ebe69f54
114.119.166.244,1729,1f0733fa-5ab0-4bc8-83aa-37d7d0bac309
114.119.166.244,3152,a6241626-e9e7-4fd0-98b0-c035d6b9e9e8
114.119.166.252,2257,021e1502-eea3-43c7-bf26-7a411d0b5546
114.119.166.254,1470,17bcb1f1-bbfa-454f-a04b-d6e088517e4f
114.119.166.255,1580,985fb558-11ce-4889-9881-71c2cf1bd711
114.119.166.26,454,1655d184-58c1-4167-ad5c-46e35a2e35ff
114.119.166.32,1352,3cf3c40a-2714-4aba-942b-628f8e79a84b
114.119.166.32,2187,90ccc6b3-4cee-4e0f-a921-7fc4b244f02e
114.119.166.36,803,ed0de3f3-c487-478e-8273-f9b4f4d51a05
114.119.166.42,2235,db2d4365-188f-4153-bea1-8b99ab532ff5
114.119.166.45,2943,a7f696b6-7d62-4d7f-9384-48323923657b
114.119.166.49,2877,5f7f4df5-9702-48d4-a211-6d20415bfb92
114.119.166.54,1905,67cf04d6-f268-49af-aeda-133b9423fe73
114.119.166.59,248,eb9f2ac6-6f39-4491-b182-9a0913aa18f9
114.119.166.59,3383,a3cffe70-a36f-4a1c-b480-a35a5bee1ae1
114.119.166.61,60,09809286-4f49-4df5-a31b-189c35c53e29
114.119.166.7,1004,ec563a1c-46e4-4b4f-ba2c-997358318f40
114.119.166.70,691,51bb85b5-268a-435f-8965-9001b89dfee3
114.119.166.72,1001,92d45711-5647-4a6f-ae00-80ae3c192299
114.119.166.72,3785,b4c3ce13-077e-48fe-9312-9d6d273ca1de
114.119.166.74,1710,43ec8558-f7da-4a09-b7e9-d277f11c7f54
114.119.166.8,2600,d360db48-1bd8-4910-8c98-866eb5649059
114.119.166.81,2043,1b26e950-ccbe-42f3-befb-966cab988f6a
114.119.166.85,3055,465b4559-0425-4069-b441-9741eb04d53f
114.119.166.89,2905,e9bfd5eb-2b20-4daa-9240-39d3a5563d0d
114.119.166.91,3140,79cc56a9-775e-4134-b976-d1e28dbbda69
114.119.166.91,3349,0d3ea259-373b-4396-af1c-ba5525498339
114.119.166.92,1803,0ee61820-130a-4bdf-8043-b5fab54e192b
114.119.166.94,1301,03adf143-cfcc-413a-8670-57f0162e5d69
114.119.167.0,2188,3011e4b2-6786-4239-9bd2-7e9abb64fea2
